site;src;index;date;temp;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2011/02/01;18.426;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2011/03/01;19.597;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2011/04/01;18.125;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2011/05/01;0;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2011/06/01;0;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2011/07/01;15.463;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2011/08/01;13.6;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2011/09/01;15.733;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2011/10/01;19.871;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2011/11/01;21.672;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2011/12/01;20;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2012/01/01;22.632;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2012/02/01;20.983;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2012/03/01;21.161;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2012/04/01;19.6;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2012/05/01;0;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2012/06/01;15.365;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2012/07/01;14.984;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2012/08/01;15;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2012/09/01;17.133;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2012/10/01;18.2;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2012/11/01;19.85;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2012/12/01;20.075;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2013/01/01;21.981;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2013/02/01;21.696;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2013/03/01;20.161;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2013/04/01;16.233;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2013/05/01;17.25;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2013/06/01;14.607;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2013/07/01;15.161;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2013/08/01;15.097;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2013/09/01;16.183;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2013/10/01;19.387;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2013/11/01;21.467;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2013/12/01;22.016;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2014/01/01;22.923;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2014/02/01;21.839;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2014/03/01;19.2;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2014/04/01;17.4;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2014/05/01;0;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2014/06/01;14.196;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2014/07/01;12.887;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2014/08/01;15.06;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2014/09/01;17.25;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2014/10/01;17.883;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2014/11/01;18.467;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2014/12/01;19.839;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2015/01/01;22.138;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2015/02/01;20.385;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2015/03/01;16.839;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2015/04/01;13.62;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2015/05/01;0;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2015/06/01;14.917;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2015/07/01;14.983;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2015/08/01;15.5;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2015/09/01;15.767;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2015/10/01;18.397;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2015/11/01;20.879;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2015/12/01;23.259;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2016/01/01;18.767;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2016/02/01;18.889;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2016/03/01;19.661;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2016/04/01;19.13;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2016/05/01;15;;;;;;;
Knys0;SAWS;Knys0/ SAWS;2016/06/01;16.045;;;;;;;
